158,B6,DFW,HNL,12:00,16:00,8938
159,WN,DFW,HNL,05:00,11:00,4597
160,B6,DFW,MSY,07:00,09:00,9606
161,WN,DFW,MSY,18:00,19:00,4711
162,DL,DFW,MSY,17:00,21:00,4405
163,AS,DFW,MSY,17:00,19:00,4319
164,WN,DFW,PWM,12:00,13:00,2151
165,B6,DFW,PWM,11:00,15:00,2342
166,UA,DFW,PWM,22:00,23:00,3041
167,UA,DFW,MCO,18:00,23:00,1396
168,AA,DFW,MCO,17:00,22:00,9807
169,WN,DFW,MCO,06:00,07:00,8135
170,B6,DFW,MCO,19:00,21:00,5015
171,DL,DFW,MCO,22:00,23:00,6093
172,AS,DFW,MCO,11:00,16:00,2059
173,AS,DFW,EAU,18:00,19:00,5345
174,DL,DFW,EAU,16:00,22:00,4340
175,WN,DFW,EAU,08:00,10:00,3330
176,B6,DFW,EAU,22:00,03:00,4354
177,AA,DFW,EAU,05:00,08:00,9555
178,UA,DFW,EAU,16:00,22:00,8229
179,AS,DFW,LAS,07:00,11:00,2206
180,WN,DFW,LAS,17:00,23:00,3340
181,UA,DFW,LAS,13:00,14:00,7993
182,DL,DFW,LAS,09:00,12:00,2736
183,B6,DFW,LAS,22:00,04:00,4869
184,AA,DFW,LAS,12:00,16:00,1665
185,AA,LAS,COS,13:00,16:00,6655
186,DL,LAS,COS,12:00,16:00,6329
187,AS,LAS,COS,05:00,10:00,6406
188,UA,LAS,COS,14:00,16:00,2732
189,B6,LAS,COS,21:00,23:00,2097
190,WN,LAS,COS,20:00,23:00,4587
191,DL,LAS,CPR,19:00,20:00,4671
192,UA,LAS,CPR,22:00,02:00,7420
193,WN,LAS,CPR,15:00,16:00,6351
194,AA,LAS,UNV,05:00,09:00,5308
195,UA,LAS,UNV,23:00,01:00,3790
196,AS,LAS,UNV,10:00,12:00,7172
197,WN,LAS,UNV,20:00,00:00,7823
198,DL,LAS,AMA,13:00,14:00,1480
199,DL,LAS,SFO,07:00,09:00,1637
200,AA,LAS,SFO,12:00,14:00,6928
201,UA,LAS,SFO,16:00,19:00,8719
202,DL,LAS,ATL,17:00,18:00,3062
203,UA,LAS,ATL,11:00,13:00,4537
204,B6,LAS,ATL,10:00,15:00,4736
205,WN,LAS,ATL,11:00,14:00,2097
206,AA,LAS,ATL,17:00,18:00,5024
207,AS,LAS,ATL,14:00,19:00,9396
208,WN,LAS,SJC,22:00,04:00,2402
209,B6,LAS,MFE,10:00,15:00,4710
210,UA,LAS,MFE,20:00,01:00,3705
211,DL,LAS,MFE,13:00,17:00,3158
212,B6,LAS,ROA,23:00,03:00,7171
213,UA,LAS,ROA,15:00,20:00,4402
214,AS,LAS,ROA,09:00,11:00,4835
215,DL,LAS,ROA,18:00,23:00,5460
216,AA,LAS,ROA,10:00,13:00,4530
217,UA,LAS,ABQ,15:00,16:00,8680
218,DL,LAS,ABQ,15:00,21:00,3063
219,B6,LAS,ABQ,12:00,17:00,5564
220,AS,LAS,ABQ,17:00,19:00,4371
221,UA,LAX,ABE,13:00,14:00,5192
222,WN,LAX,ABE,20:00,00:00,7618
223,AS,LAX,ABE,05:00,06:00,7587
224,AA,LAX,ABE,08:00,14:00,7837
225,B6,LAX,ABE,06:00,12:00,5481
226,DL,LAX,ABE,23:00,02:00,1182
227,WN,LAX,DFW,11:00,15:00,7375
228,DL,LAX,DFW,16:00,21:00,1879
229,B6,LAX,DFW,14:00,18:00,7143
230,AA,LAX,DFW,13:00,17:00,9999
231,AS,LAX,DFW,17:00,19:00,8158
232,AA,LAX,BOS,12:00,14:00,2608
233,UA,LAX,BOS,09:00,12:00,1299
234,WN,LAX,BOS,20:00,01:00,6440
235,AS,LAX,BOS,12:00,16:00,4605
236,AA,LAX,EWR,11:00,13:00,3155
237,WN,LAX,EWR,10:00,11:00,9090
238,AS,LAX,EWR,09:00,12:00,8564
239,DL,LAX,EWR,07:00,10:00,4938
240,WN,LAX,GPT,12:00,16:00,6555
241,B6,LAX,AUS,09:00,14:00,6424
242,WN,LAX,AUS,10:00,16:00,9488
243,DL,LAX,AUS,16:00,18:00,9907
244,AS,LAX,AUS,05:00,06:00,4686
245,UA,LAX,AUS,08:00,14:00,1576
246,B6,LAX,SEA,10:00,15:00,1627
247,WN,LAX,SEA,21:00,01:00,9049
248,DL,LAX,SEA,20:00,22:00,3073
249,AS,LAX,SEA,13:00,14:00,9665
250,UA,LAX,SEA,10:00,12:00,6081
251,B6,LAX,SHV,17:00,21:00,2157
252,AA,LAX,SPS,08:00,12:00,5328
253,WN,LAX,SPS,21:00,22:00,7183
254,DL,LAX,SPS,18:00,20:00,8626
255,AS,LAX,SPS,21:00,02:00,3364
256,AA,LAX,DAY,13:00,18:00,5102
257,DL,LAX,DAY,21:00,02:00,5178
258,AS,LAX,DAY,16:00,17:00,7161
259,B6,LAX,DAY,13:00,16:00,2889
260,WN,LAX,DAY,09:00,15:00,6069
261,UA,LAX,DAY,08:00,14:00,5976
262,WN,LAX,DEN,15:00,19:00,7907
263,AS,LAX,DEN,08:00,10:00,7898
264,AA,LAX,CLT,08:00,12:00,3326
265,AS,LAX,CLT,12:00,18:00,7963
266,WN,LAX,CLT,18:00,23:00,6746
267,AS,LAX,ABE,14:00,17:00,5322
268,UA,LAX,ABE,22:00,00:00,5133
269,B6,LAX,ABE,17:00,22:00,4195
270,DL,LAX,ABE,17:00,22:00,6436
271,AA,LAX,ABE,06:00,12:00,3519
272,WN,LAX,ABE,15:00,20:00,6495
273,UA,LAX,LGB,13:00,17:00,2041
274,AA,LAX,LGB,19:00,20:00,5272
275,DL,LAX,LGB,15:00,17:00,1131
276,DL,LAX,LGA,06:00,08:00,1118
277,WN,LAX,LGA,10:00,11:00,6039
278,AA,LAX,LGA,12:00,13:00,2449
279,AA,LAX,EVV,08:00,13:00,9643
280,B6,LAX,EVV,11:00,13:00,1453
281,WN,LAX,EVV,11:00,12:00,4265
282,UA,LAX,EVV,20:00,01:00,1394
283,B6,LAX,CID,08:00,13:00,3814
284,UA,LAX,CID,16:00,22:00,4268
285,AA,LAX,CID,14:00,18:00,2973
286,B6,LAX,CLE,21:00,23:00,1790
287,UA,LAX,CLE,09:00,14:00,6011
288,DL,LAX,CLE,18:00,19:00,3156
289,AA,LAX,CLE,17:00,19:00,4463
290,WN,LAX,CLE,11:00,14:00,4318
291,AS,LAX,CLE,05:00,08:00,5711
292,AA,LAX,LAS,07:00,13:00,1342
293,DL,LAX,LAS,05:00,07:00,9682
294,B6,LAX,LAS,20:00,02:00,4843
295,WN,LAX,LAS,17:00,18:00,9832
296,UA,LAX,LAS,18:00,22:00,6965
297,AS,LAX,LAS,21:00,22:00,7591
298,AS,MIA,IAD,11:00,12:00,3871
299,DL,MIA,IAD,07:00,09:00,9303
300,WN,MIA,BID,17:00,18:00,2982
301,AA,MIA,BID,05:00,11:00,3327
302,B6,MIA,BID,09:00,12:00,9780
303,B6,MIA,ABE,22:00,04:00,2951
304,AA,MIA,ABE,07:00,11:00,2785
305,AS,MIA,ABE,11:00,14:00,1131
306,AS,MIA,CRP,20:00,02:00,4933
307,B6,MIA,CRP,10:00,11:00,8565
308,DL,MIA,CRP,10:00,14:00,7980
309,AA,MIA,CRP,05:00,09:00,3061
310,WN,MIA,EWR,14:00,20:00,8787
311,AS,MIA,ATL,16:00,21:00,6152
312,AA,MIA,BUF,07:00,12:00,5164
313,DL,MIA,BUF,13:00,16:00,9309
314,AS,MIA,BUF,14:00,17:00,2732
315,UA,MIA,FYV,15:00,21:00,3288
316,AA,MIA,PHX,18:00,23:00,6611
317,B6,MIA,PHX,06:00,12:00,4958
318,WN,MIA,PHX,06:00,12:00,1038
319,DL,MIA,PHX,05:00,09:00,7912
320,AS,MIA,PHX,21:00,22:00,6762
321,AS,MIA,EUG,18:00,23:00,3014
322,AA,MIA,EUG,07:00,08:00,7142
323,WN,MIA,EUG,10:00,11:00,8580
324,UA,MIA,EUG,09:00,15:00,4854
325,DL,MIA,EUG,18:00,00:00,8203
326,UA,JFK,MSP,09:00,14:00,4524
327,WN,JFK,MSP,12:00,15:00,1256
328,B6,JFK,MSP,15:00,16:00,8505
329,AA,JFK,MSP,19:00,22:00,3543
330,DL,JFK,MSP,19:00,21:00,4896
331,UA,JFK,JNU,21:00,00:00,9989
332,WN,JFK,JNU,10:00,16:00,8626
333,B6,JFK,JNU,08:00,12:00,7731
334,DL,JFK,JNU,17:00,19:00,6994
335,AA,JFK,JNU,11:00,12:00,2959
336,AS,JFK,JNU,18:00,23:00,9714
337,AS,JFK,OAK,07:00,12:00,1926
338,DL,JFK,JAX,13:00,14:00,7059
339,WN,JFK,JAX,11:00,16:00,4350
340,UA,JFK,JAX,17:00,19:00,1347
341,B6,JFK,DTW,15:00,18:00,2991
342,AS,JFK,DTW,10:00,11:00,8252
343,DL,JFK,AGS,12:00,16:00,8330
344,B6,JFK,AGS,19:00,00:00,3459
345,UA,JFK,AGS,08:00,10:00,4244
346,AA,JFK,AGS,18:00,19:00,6005
347,WN,JFK,AGS,07:00,09:00,8991
348,AS,JFK,PWM,17:00,20:00,1402
349,UA,JFK,PWM,10:00,14:00,5592
350,UA,JFK,PHX,14:00,20:00,4482
351,AA,JFK,PHX,15:00,19:00,9779
352,WN,JFK,PHX,20:00,21:00,6502
353,AS,JFK,PHX,08:00,14:00,3818
354,DL,JFK,PHX,22:00,01:00,8165
355,B6,JFK,ABQ,16:00,20:00,6422
356,AA,JFK,ABQ,13:00,18:00,9434
357,AS,JFK,ABQ,16:00,22:00,3783
358,DL,JFK,ABQ,17:00,20:00,6236
359,WN,EWR,BTR,09:00,15:00,2291
360,DL,EWR,BTR,23:00,02:00,1972
361,AA,EWR,BTR,16:00,18:00,6532
362,UA,EWR,BTR,10:00,15:00,5112
363,DL,EWR,DRO,10:00,13:00,6431
364,AA,EWR,DRO,18:00,00:00,7508
365,B6,EWR,DRO,06:00,07:00,5129
366,DL,EWR,CHS,14:00,18:00,6897
367,AA,EWR,CHS,17:00,18:00,1115
368,B6,EWR,CHS,17:00,21:00,4603
369,WN,EWR,CHS,12:00,17:00,1257
370,UA,EWR,CHS,17:00,19:00,4843
371,WN,EWR,PHX,21:00,00:00,3507
372,UA,EWR,PHX,07:00,11:00,7047
373,AA,EWR,PHX,12:00,17:00,1882
374,B6,EWR,PHX,07:00,08:00,7731
375,DL,EWR,PHX,21:00,23:00,8805
376,AS,EWR,PHX,22:00,04:00,9156
377,WN,EWR,PGA,19:00,22:00,4311
378,AS,EWR,PGA,19:00,01:00,8740
379,AA,EWR,PGA,12:00,18:00,8250
380,UA,EWR,PGA,17:00,21:00,2151
381,WN,EWR,CRP,07:00,12:00,1397
382,UA,EWR,DFW,20:00,23:00,6449
383,AS,EWR,IAH,09:00,15:00,2476
384,UA,EWR,MSY,17:00,20:00,5485
385,AS,EWR,MSY,22:00,23:00,7628
386,DL,EWR,JFK,14:00,18:00,5399
387,AS,EWR,JFK,22:00,04:00,1021
388,UA,EWR,JFK,19:00,23:00,7686
389,AA,EWR,JFK,19:00,00:00,5365
390,UA,PHX,IAD,13:00,17:00,2827
391,WN,PHX,IAD,15:00,18:00,5023
392,AA,PHX,IAD,20:00,23:00,5993
393,WN,PHX,MIA,22:00,02:00,9611
394,B6,PHX,LEX,08:00,12:00,3646
395,UA,PHX,LEX,14:00,19:00,6898
396,B6,PHX,PGA,09:00,10:00,9161
397,DL,PHX,PGA,07:00,12:00,9686
398,B6,PHX,EWR,08:00,13:00,4186
399,AS,PHX,EWR,12:00,14:00,3005
400,DL,PHX,EWR,06:00,10:00,2551
401,WN,PHX,EWR,14:00,19:00,4489
402,AA,PHX,EWR,08:00,14:00,8477
403,UA,PHX,EWR,21:00,22:00,8025
404,UA,PHX,ATL,09:00,13:00,8739
405,AS,PHX,ATL,13:00,15:00,8011
406,WN,PHX,ATL,21:00,23:00,8170
407,B6,PHX,ATL,16:00,18:00,4275
408,AA,PHX,ATL,18:00,23:00,2714
409,AA,PHX,LGA,20:00,22:00,6953
410,UA,PHX,LGA,10:00,12:00,4579
411,AS,PHX,LGA,23:00,00:00,4544
412,B6,PHX,LGA,09:00,12:00,8897
413,AS,PHX,PWM,13:00,14:00,9191
414,B6,PHX,PWM,18:00,21:00,1370
415,WN,PHX,PWM,09:00,15:00,9915
416,AA,PHX,SEA,14:00,20:00,4578
417,WN,PHX,SEA,18:00,20:00,6570
418,AS,PHX,SEA,13:00,19:00,3044
419,WN,PHX,SHV,06:00,09:00,8076
420,AA,PHX,SHV,06:00,10:00,4139
421,UA,PHX,SHV,13:00,14:00,6782
422,AS,PHX,SHV,09:00,11:00,3295
423,B6,PHX,SHV,18:00,22:00,1449
424,DL,PHX,SHV,20:00,00:00,3232
425,DL,SFO,ORD,16:00,19:00,7418
426,B6,SFO,ORD,16:00,17:00,5620
427,AS,SFO,BID,06:00,07:00,8856
428,AA,SFO,BID,21:00,23:00,7882
429,UA,SFO,BID,13:00,14:00,1989
430,DL,SFO,BID,13:00,14:00,7990
431,AS,SFO,IWA,15:00,17:00,6381
432,DL,SFO,IWA,05:00,11:00,7351
433,B6,SFO,IWA,09:00,12:00,3026
434,AS,SFO,LAX,21:00,01:00,2457
435,AA,SFO,LAX,23:00,05:00,6349
436,UA,SFO,LAX,19:00,00:00,7925
437,DL,SFO,LAX,13:00,18:00,9973
438,B6,SFO,LAX,06:00,08:00,3942
439,WN,SFO,LAX,20:00,22:00,7508
440,AS,SFO,OXC,06:00,08:00,2523
441,AA,SFO,OXC,20:00,23:00,4774
442,UA,SFO,OXC,20:00,01:00,2599
443,B6,SFO,OXC,13:00,15:00,7195
444,DL,SFO,PHX,09:00,10:00,3602
445,B6,SFO,PHX,10:00,14:00,1763
446,UA,SFO,PHX,20:00,21:00,5743
447,UA,SFO,SEA,17:00,18:00,8319
448,B6,SFO,SEA,17:00,21:00,4093
449,AS,SFO,SEA,19:00,20:00,6720
450,WN,SFO,SEA,10:00,13:00,5011
451,AA,SFO,SEA,17:00,18:00,7656
452,B6,SFO,ROA,22:00,01:00,8691
453,UA,SFO,ABQ,10:00,13:00,3233
454,B6,SFO,ABQ,19:00,23:00,8734
455,WN,SFO,ABQ,06:00,12:00,5203
456,AS,SFO,ABQ,15:00,17:00,4263
457,AS,SFO,LAS,23:00,03:00,9088
458,B6,SEA,DAY,10:00,12:00,4414
459,AA,SEA,DAY,23:00,00:00,9508
460,WN,SEA,LAX,22:00,03:00,8102
461,UA,SEA,LAX,07:00,09:00,7975
462,AA,SEA,LAX,16:00,21:00,8804
463,DL,SEA,LAX,16:00,21:00,2236
464,UA,SEA,GRI,22:00,23:00,4674
465,B6,SEA,GRI,13:00,19:00,3058
466,WN,SEA,GRI,19:00,22:00,3545
467,AA,SEA,GRI,05:00,11:00,2675
468,B6,SEA,BRL,19:00,00:00,9600
469,AA,SEA,BRL,21:00,01:00,2944
470,WN,SEA,BRL,19:00,22:00,8225
471,UA,SEA,BRL,06:00,11:00,6128
472,B6,SEA,PHX,13:00,14:00,2241
473,AS,SEA,ROW,09:00,10:00,4091
474,UA,SEA,ROW,09:00,15:00,6180
475,AS,SEA,MKE,22:00,23:00,4555
476,AA,SEA,MKE,18:00,22:00,9838
477,B6,SEA,MKE,12:00,18:00,6006
478,DL,SEA,MKE,16:00,19:00,1763
479,AS,SEA,ATL,14:00,20:00,1960
480,AA,SEA,ATL,09:00,11:00,5654
481,B6,SEA,ATL,13:00,14:00,7303
482,WN,SEA,ATL,16:00,17:00,9849
483,DL,SEA,ATL,11:00,13:00,3958
484,UA,SEA,ATL,22:00,00:00,4334
485,AS,SEA,BUF,15:00,16:00,7002
486,WN,SEA,JFK,13:00,17:00,8371
487,AS,SEA,JFK,16:00,20:00,5399
488,UA,SEA,JFK,16:00,18:00,6730
489,AA,LGA,PSM,13:00,18:00,8065
490,WN,LGA,PSM,09:00,10:00,2526
491,UA,LGA,LAX,09:00,14:00,9677
492,WN,LGA,LAX,09:00,14:00,2637
493,B6,LGA,CLT,09:00,14:00,5853
494,AS,LGA,CLT,16:00,22:00,6535
495,WN,LGA,CLT,14:00,20:00,1223
496,AA,LGA,CLT,15:00,17:00,5207
497,B6,LGA,HNL,18:00,22:00,4156
498,B6,LGA,FWA,10:00,14:00,8554
499,AA,LGA,FWA,23:00,03:00,6715
500,AS,LGA,FWA,07:00,11:00,3844
501,DL,LGA,FWA,07:00,09:00,8059
502,UA,LGA,FWA,17:00,18:00,9038
503,UA,LGA,PHX,14:00,17:00,1835
504,WN,LGA,PHX,16:00,19:00,6222
505,B6,LGA,PHX,23:00,03:00,6908
506,DL,LGA,PHX,16:00,18:00,4988
507,AS,LGA,PHX,16:00,18:00,7847
508,B6,LGA,SEA,08:00,09:00,4749
509,AA,LGA,SEA,13:00,15:00,9664
510,UA,LGA,SEA,12:00,16:00,5754
511,WN,LGA,SEA,18:00,21:00,7529
512,DL,LGA,SEA,21:00,01:00,5147
513,B6,LGA,MCO,21:00,00:00,3333
514,AA,LGA,MCO,09:00,12:00,8315
515,DL,LGA,MCO,20:00,22:00,8980
516,WN,LGA,MCO,21:00,01:00,6069
517,UA,LGA,MCO,23:00,01:00,8960
518,AS,LGA,MCO,20:00,23:00,4404
519,AA,LGA,ABQ,15:00,20:00,3039
520,B6,LGA,ABQ,09:00,13:00,1399
521,DL,LGA,ABQ,16:00,20:00,6278
522,DL,ABQ,DAY,17:00,18:00,7822
523,AA,ABQ,DAY,09:00,12:00,3820
524,AS,ABQ,DAY,17:00,18:00,4349
525,B6,ABQ,DFW,12:00,16:00,1900
526,DL,ABQ,DFW,19:00,00:00,3060
527,AS,ABQ,DFW,12:00,14:00,1498
528,AA,ABQ,DFW,08:00,12:00,9358
529,AS,ABQ,SFO,15:00,16:00,3304
530,DL,ABQ,SFO,18:00,21:00,8603
531,B6,ABQ,SFO,21:00,01:00,2027
532,AA,ABQ,SFO,08:00,14:00,6541
533,UA,ABQ,SFO,16:00,19:00,5754
534,WN,ABQ,SFO,23:00,03:00,7038
535,WN,ABQ,JAX,19:00,20:00,7430
536,AA,ABQ,JAX,07:00,13:00,7567
537,UA,ABQ,HNL,06:00,09:00,4495
538,DL,ABQ,MCI,12:00,15:00,3668
539,WN,ABQ,PHX,09:00,15:00,9860
540,AS,ABQ,PHX,11:00,13:00,4293
541,AA,ABQ,PHX,05:00,11:00,8729
542,DL,ABQ,PHX,14:00,16:00,4247
543,UA,ABQ,ROA,06:00,09:00,6031
544,DL,ABQ,ROA,19:00,00:00,5010
545,B6,ABQ,ROA,19:00,01:00,5300
546,AA,ABQ,ROA,07:00,12:00,2719
547,WN,ABQ,ROA,13:00,14:00,3251
548,AS,ABQ,ROA,22:00,01:00,5281
549,WN,ANC,PGA,23:00,02:00,5274
550,AA,ANC,GSO,23:00,04:00,6459
551,DL,ANC,GSO,16:00,18:00,2928
552,AS,ANC,GSO,13:00,17:00,3184
553,B6,ANC,GSO,10:00,12:00,1627
554,UA,ANC,GSO,11:00,12:00,8784
555,WN,ANC,SFO,11:00,17:00,6117
556,AA,ANC,BOS,23:00,01:00,1170
557,WN,ANC,BOS,05:00,10:00,1225
558,UA,ANC,BOS,21:00,03:00,6608
559,DL,ANC,BOS,18:00,21:00,9709
560,B6,ANC,IAH,19:00,21:00,1538
561,AS,ANC,IAH,06:00,10:00,7055
562,DL,ANC,IAH,12:00,14:00,3187
563,AA,ANC,IAH,12:00,17:00,3077
564,UA,ANC,IAH,20:00,00:00,6844
565,WN,ANC,TUL,18:00,19:00,2879
566,B6,ANC,TUL,20:00,01:00,8395
567,AA,ANC,TUL,09:00,11:00,1511
568,UA,ANC,TUL,12:00,13:00,5355
569,DL,ANC,TUL,12:00,15:00,2909
570,AS,ANC,TUL,11:00,15:00,4015
571,WN,ANC,PHX,20:00,22:00,6019
572,AS,ANC,PHX,11:00,15:00,6546
573,DL,ANC,PHX,18:00,21:00,4045
574,AA,ANC,PHX,19:00,21:00,4132
575,B6,ANC,PHX,18:00,21:00,1661
576,UA,ANC,PHX,22:00,02:00,8649
577,DL,ANC,SEA,15:00,16:00,1329
578,WN,ANC,SEA,09:00,12:00,5284
579,AA,ANC,SEA,11:00,15:00,1243
580,UA,ANC,SEA,12:00,17:00,5848
581,B6,ANC,SEA,19:00,20:00,4437
582,AA,AUS,COS,16:00,19:00,1249
